group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
gemv,M16_K16_f64,0,,,1034712.0,ns,17436
gemv,M16_K16_f64,0,,,1961387.0,ns,34872
gemv,M16_K16_f64,0,,,2910926.0,ns,52308
gemv,M16_K16_f64,0,,,3882041.0,ns,69744
gemv,M16_K16_f64,0,,,4854771.0,ns,87180
gemv,M16_K16_f64,0,,,5875144.0,ns,104616
gemv,M16_K16_f64,0,,,6858826.0,ns,122052
gemv,M16_K16_f64,0,,,7808393.0,ns,139488
gemv,M16_K16_f64,0,,,8736392.0,ns,156924
gemv,M16_K16_f64,0,,,9708444.0,ns,174360
gemv,M16_K16_f64,0,,,10680325.0,ns,191796
gemv,M16_K16_f64,0,,,11720153.0,ns,209232
gemv,M16_K16_f64,0,,,12613518.0,ns,226668
gemv,M16_K16_f64,0,,,13600426.0,ns,244104
gemv,M16_K16_f64,0,,,14692500.0,ns,261540
gemv,M16_K16_f64,0,,,15598021.0,ns,278976
gemv,M16_K16_f64,0,,,16565070.0,ns,296412
gemv,M16_K16_f64,0,,,17559135.0,ns,313848
gemv,M16_K16_f64,0,,,18646835.0,ns,331284
gemv,M16_K16_f64,0,,,19410725.0,ns,348720
gemv,M16_K16_f64,0,,,20428929.0,ns,366156
gemv,M16_K16_f64,0,,,21487431.0,ns,383592
gemv,M16_K16_f64,0,,,22353664.0,ns,401028
gemv,M16_K16_f64,0,,,23483409.0,ns,418464
gemv,M16_K16_f64,0,,,24480601.0,ns,435900
gemv,M16_K16_f64,0,,,25357727.0,ns,453336
gemv,M16_K16_f64,0,,,26257041.0,ns,470772
gemv,M16_K16_f64,0,,,27397615.0,ns,488208
gemv,M16_K16_f64,0,,,28194790.0,ns,505644
gemv,M16_K16_f64,0,,,29244935.0,ns,523080
gemv,M16_K16_f64,0,,,30181175.0,ns,540516
gemv,M16_K16_f64,0,,,31217816.0,ns,557952
gemv,M16_K16_f64,0,,,32097474.0,ns,575388
gemv,M16_K16_f64,0,,,33144750.0,ns,592824
gemv,M16_K16_f64,0,,,33989113.0,ns,610260
gemv,M16_K16_f64,0,,,35134621.0,ns,627696
gemv,M16_K16_f64,0,,,36106765.0,ns,645132
gemv,M16_K16_f64,0,,,36967067.0,ns,662568
gemv,M16_K16_f64,0,,,38069142.0,ns,680004
gemv,M16_K16_f64,0,,,39189667.0,ns,697440
gemv,M16_K16_f64,0,,,39940846.0,ns,714876
gemv,M16_K16_f64,0,,,40754869.0,ns,732312
gemv,M16_K16_f64,0,,,41793876.0,ns,749748
gemv,M16_K16_f64,0,,,42919106.0,ns,767184
gemv,M16_K16_f64,0,,,44001229.0,ns,784620
gemv,M16_K16_f64,0,,,44753003.0,ns,802056
gemv,M16_K16_f64,0,,,45709945.0,ns,819492
gemv,M16_K16_f64,0,,,46846720.0,ns,836928
gemv,M16_K16_f64,0,,,47635130.0,ns,854364
gemv,M16_K16_f64,0,,,48901875.0,ns,871800
gemv,M16_K16_f64,0,,,49501838.0,ns,889236
gemv,M16_K16_f64,0,,,50685662.0,ns,906672
gemv,M16_K16_f64,0,,,51591057.0,ns,924108
gemv,M16_K16_f64,0,,,52684145.0,ns,941544
gemv,M16_K16_f64,0,,,53543233.0,ns,958980
gemv,M16_K16_f64,0,,,54742291.0,ns,976416
gemv,M16_K16_f64,0,,,55569109.0,ns,993852
gemv,M16_K16_f64,0,,,56412431.0,ns,1011288
gemv,M16_K16_f64,0,,,57578284.0,ns,1028724
