group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
gemv,M64_K256_f64,0,,,1012250.0,ns,248
gemv,M64_K256_f64,0,,,1984563.0,ns,496
gemv,M64_K256_f64,0,,,2914991.0,ns,744
gemv,M64_K256_f64,0,,,3932364.0,ns,992
gemv,M64_K256_f64,0,,,5061796.0,ns,1240
gemv,M64_K256_f64,0,,,6058572.0,ns,1488
gemv,M64_K256_f64,0,,,6829685.0,ns,1736
gemv,M64_K256_f64,0,,,8002035.0,ns,1984
gemv,M64_K256_f64,0,,,8974855.0,ns,2232
gemv,M64_K256_f64,0,,,9794344.0,ns,2480
gemv,M64_K256_f64,0,,,10824453.0,ns,2728
gemv,M64_K256_f64,0,,,11781876.0,ns,2976
gemv,M64_K256_f64,0,,,12860153.0,ns,3224
gemv,M64_K256_f64,0,,,13753880.0,ns,3472
gemv,M64_K256_f64,0,,,15095291.0,ns,3720
gemv,M64_K256_f64,0,,,15844289.0,ns,3968
gemv,M64_K256_f64,0,,,17301075.0,ns,4216
gemv,M64_K256_f64,0,,,18195212.0,ns,4464
gemv,M64_K256_f64,0,,,18620712.0,ns,4712
gemv,M64_K256_f64,0,,,19916856.0,ns,4960
gemv,M64_K256_f64,0,,,20790259.0,ns,5208
gemv,M64_K256_f64,0,,,22177974.0,ns,5456
gemv,M64_K256_f64,0,,,22785019.0,ns,5704
gemv,M64_K256_f64,0,,,23821827.0,ns,5952
gemv,M64_K256_f64,0,,,25154567.0,ns,6200
gemv,M64_K256_f64,0,,,25599970.0,ns,6448
gemv,M64_K256_f64,0,,,27269501.0,ns,6696
gemv,M64_K256_f64,0,,,27737909.0,ns,6944
gemv,M64_K256_f64,0,,,28655472.0,ns,7192
gemv,M64_K256_f64,0,,,29533090.0,ns,7440
gemv,M64_K256_f64,0,,,30577017.0,ns,7688
gemv,M64_K256_f64,0,,,31355134.0,ns,7936
gemv,M64_K256_f64,0,,,32480373.0,ns,8184
gemv,M64_K256_f64,0,,,33813723.0,ns,8432
gemv,M64_K256_f64,0,,,34736718.0,ns,8680
gemv,M64_K256_f64,0,,,36258529.0,ns,8928
gemv,M64_K256_f64,0,,,36741695.0,ns,9176
gemv,M64_K256_f64,0,,,38142688.0,ns,9424
gemv,M64_K256_f64,0,,,38593345.0,ns,9672
gemv,M64_K256_f64,0,,,39759367.0,ns,9920
gemv,M64_K256_f64,0,,,41034629.0,ns,10168
gemv,M64_K256_f64,0,,,41683244.0,ns,10416
gemv,M64_K256_f64,0,,,42870189.0,ns,10664
gemv,M64_K256_f64,0,,,43704713.0,ns,10912
gemv,M64_K256_f64,0,,,44650882.0,ns,11160
gemv,M64_K256_f64,0,,,45952482.0,ns,11408
gemv,M64_K256_f64,0,,,46907065.0,ns,11656
gemv,M64_K256_f64,0,,,47553640.0,ns,11904
gemv,M64_K256_f64,0,,,47841121.0,ns,12152
gemv,M64_K256_f64,0,,,50345863.0,ns,12400
gemv,M64_K256_f64,0,,,51011445.0,ns,12648
gemv,M64_K256_f64,0,,,51908996.0,ns,12896
gemv,M64_K256_f64,0,,,52514727.0,ns,13144
gemv,M64_K256_f64,0,,,53469218.0,ns,13392
gemv,M64_K256_f64,0,,,54927865.0,ns,13640
gemv,M64_K256_f64,0,,,54920732.0,ns,13888
gemv,M64_K256_f64,0,,,56953765.0,ns,14136
gemv,M64_K256_f64,0,,,57898195.0,ns,14384
gemv,M64_K256_f64,0,,,58342592.0,ns,14632
gemv,M64_K256_f64,0,,,59179278.0,ns,14880
gemv,M64_K256_f64,0,,,60037024.0,ns,15128
gemv,M64_K256_f64,0,,,62046443.0,ns,15376
gemv,M64_K256_f64,0,,,62483140.0,ns,15624
gemv,M64_K256_f64,0,,,63670887.0,ns,15872
gemv,M64_K256_f64,0,,,64384912.0,ns,16120
gemv,M64_K256_f64,0,,,65812071.0,ns,16368
gemv,M64_K256_f64,0,,,65655087.0,ns,16616
gemv,M64_K256_f64,0,,,68493188.0,ns,16864
gemv,M64_K256_f64,0,,,68540078.0,ns,17112
gemv,M64_K256_f64,0,,,69289480.0,ns,17360
gemv,M64_K256_f64,0,,,70858244.0,ns,17608
gemv,M64_K256_f64,0,,,71281663.0,ns,17856
gemv,M64_K256_f64,0,,,72320316.0,ns,18104
gemv,M64_K256_f64,0,,,73564483.0,ns,18352
gemv,M64_K256_f64,0,,,74363790.0,ns,18600
gemv,M64_K256_f64,0,,,75792851.0,ns,18848
gemv,M64_K256_f64,0,,,76661497.0,ns,19096
gemv,M64_K256_f64,0,,,77896357.0,ns,19344
gemv,M64_K256_f64,0,,,78721189.0,ns,19592
gemv,M64_K256_f64,0,,,79435680.0,ns,19840
gemv,M64_K256_f64,0,,,80455803.0,ns,20088
gemv,M64_K256_f64,0,,,81957145.0,ns,20336
gemv,M64_K256_f64,0,,,82947149.0,ns,20584
gemv,M64_K256_f64,0,,,83407462.0,ns,20832
gemv,M64_K256_f64,0,,,84994451.0,ns,21080
gemv,M64_K256_f64,0,,,85037952.0,ns,21328
gemv,M64_K256_f64,0,,,86682364.0,ns,21576
gemv,M64_K256_f64,0,,,87072589.0,ns,21824
gemv,M64_K256_f64,0,,,87922942.0,ns,22072
gemv,M64_K256_f64,0,,,90046667.0,ns,22320
gemv,M64_K256_f64,0,,,90061161.0,ns,22568
gemv,M64_K256_f64,0,,,91349500.0,ns,22816
gemv,M64_K256_f64,0,,,91956900.0,ns,23064
gemv,M64_K256_f64,0,,,93644265.0,ns,23312
gemv,M64_K256_f64,0,,,94758654.0,ns,23560
gemv,M64_K256_f64,0,,,95565652.0,ns,23808
gemv,M64_K256_f64,0,,,96542295.0,ns,24056
gemv,M64_K256_f64,0,,,97425021.0,ns,24304
gemv,M64_K256_f64,0,,,97289121.0,ns,24552
gemv,M64_K256_f64,0,,,99398249.0,ns,24800
